index,label,lr_path,hr_path,split
9369,ROCK,E:\TT_exported\train1\lr\000009369.png,E:\TT_exported\train1\hr\000009369.png,train1
9370,VitaminC0%,E:\TT_exported\train1\lr\000009370.png,E:\TT_exported\train1\hr\000009370.png,train1
9371,Calcium0%,E:\TT_exported\train1\lr\000009371.png,E:\TT_exported\train1\hr\000009371.png,train1
9372,VitaminA0%,E:\TT_exported\train1\lr\000009372.png,E:\TT_exported\train1\hr\000009372.png,train1
9373,Fiber<1g,E:\TT_exported\train1\lr\000009373.png,E:\TT_exported\train1\hr\000009373.png,train1
9374,Carbohydrate,E:\TT_exported\train1\lr\000009374.png,E:\TT_exported\train1\hr\000009374.png,train1
9375,Cholesterol,E:\TT_exported\train1\lr\000009375.png,E:\TT_exported\train1\hr\000009375.png,train1
9376,Monounsaturated,E:\TT_exported\train1\lr\000009376.png,E:\TT_exported\train1\hr\000009376.png,train1
9377,Polyunsaturated,E:\TT_exported\train1\lr\000009377.png,E:\TT_exported\train1\hr\000009377.png,train1
9378,79906,E:\TT_exported\train1\lr\000009378.png,E:\TT_exported\train1\hr\000009378.png,train1
9379,"Paso,",E:\TT_exported\train1\lr\000009379.png,E:\TT_exported\train1\hr\000009379.png,train1
9380,"Brands,",E:\TT_exported\train1\lr\000009380.png,E:\TT_exported\train1\hr\000009380.png,train1
9381,Nutcracker,E:\TT_exported\train1\lr\000009381.png,E:\TT_exported\train1\hr\000009381.png,train1
9382,Facts,E:\TT_exported\train1\lr\000009382.png,E:\TT_exported\train1\hr\000009382.png,train1
9383,Facts,E:\TT_exported\train1\lr\000009383.png,E:\TT_exported\train1\hr\000009383.png,train1
9384,Nutrition,E:\TT_exported\train1\lr\000009384.png,E:\TT_exported\train1\hr\000009384.png,train1
9385,Nutrition,E:\TT_exported\train1\lr\000009385.png,E:\TT_exported\train1\hr\000009385.png,train1
9386,H,E:\TT_exported\train1\lr\000009386.png,E:\TT_exported\train1\hr\000009386.png,train1
9387,18,E:\TT_exported\train1\lr\000009387.png,E:\TT_exported\train1\hr\000009387.png,train1
9388,3125255,E:\TT_exported\train1\lr\000009388.png,E:\TT_exported\train1\hr\000009388.png,train1
9389,27,E:\TT_exported\train1\lr\000009389.png,E:\TT_exported\train1\hr\000009389.png,train1
9390,JUL,E:\TT_exported\train1\lr\000009390.png,E:\TT_exported\train1\hr\000009390.png,train1
9391,04:43,E:\TT_exported\train1\lr\000009391.png,E:\TT_exported\train1\hr\000009391.png,train1
9392,BEFORE,E:\TT_exported\train1\lr\000009392.png,E:\TT_exported\train1\hr\000009392.png,train1
9393,BES,E:\TT_exported\train1\lr\000009393.png,E:\TT_exported\train1\hr\000009393.png,train1
9394,acer,E:\TT_exported\train1\lr\000009394.png,E:\TT_exported\train1\hr\000009394.png,train1
9395,CHURCH,E:\TT_exported\train1\lr\000009395.png,E:\TT_exported\train1\hr\000009395.png,train1
9396,Ave.,E:\TT_exported\train1\lr\000009396.png,E:\TT_exported\train1\hr\000009396.png,train1
9397,Murphy,E:\TT_exported\train1\lr\000009397.png,E:\TT_exported\train1\hr\000009397.png,train1
9398,School,E:\TT_exported\train1\lr\000009398.png,E:\TT_exported\train1\hr\000009398.png,train1
9399,School,E:\TT_exported\train1\lr\000009399.png,E:\TT_exported\train1\hr\000009399.png,train1
9400,After,E:\TT_exported\train1\lr\000009400.png,E:\TT_exported\train1\hr\000009400.png,train1
9401,After,E:\TT_exported\train1\lr\000009401.png,E:\TT_exported\train1\hr\000009401.png,train1
9402,LeapstaRt,E:\TT_exported\train1\lr\000009402.png,E:\TT_exported\train1\hr\000009402.png,train1
9403,MasterCard,E:\TT_exported\train1\lr\000009403.png,E:\TT_exported\train1\hr\000009403.png,train1
9404,DISCOVER,E:\TT_exported\train1\lr\000009404.png,E:\TT_exported\train1\hr\000009404.png,train1
9405,1-866-733-1155,E:\TT_exported\train1\lr\000009405.png,E:\TT_exported\train1\hr\000009405.png,train1
9406,1-866-733-1155,E:\TT_exported\train1\lr\000009406.png,E:\TT_exported\train1\hr\000009406.png,train1
9407,www.netben,E:\TT_exported\train1\lr\000009407.png,E:\TT_exported\train1\hr\000009407.png,train1
9408,www.netben,E:\TT_exported\train1\lr\000009408.png,E:\TT_exported\train1\hr\000009408.png,train1
9409,401,E:\TT_exported\train1\lr\000009409.png,E:\TT_exported\train1\hr\000009409.png,train1
9410,401,E:\TT_exported\train1\lr\000009410.png,E:\TT_exported\train1\hr\000009410.png,train1
9411,Intel,E:\TT_exported\train1\lr\000009411.png,E:\TT_exported\train1\hr\000009411.png,train1
9412,Intel,E:\TT_exported\train1\lr\000009412.png,E:\TT_exported\train1\hr\000009412.png,train1
9413,INVESTMENTS,E:\TT_exported\train1\lr\000009413.png,E:\TT_exported\train1\hr\000009413.png,train1
9414,Fidelity,E:\TT_exported\train1\lr\000009414.png,E:\TT_exported\train1\hr\000009414.png,train1
9415,Fidelity,E:\TT_exported\train1\lr\000009415.png,E:\TT_exported\train1\hr\000009415.png,train1
9416,here,E:\TT_exported\train1\lr\000009416.png,E:\TT_exported\train1\hr\000009416.png,train1
9417,Turn,E:\TT_exported\train1\lr\000009417.png,E:\TT_exported\train1\hr\000009417.png,train1
9418,Check,E:\TT_exported\train1\lr\000009418.png,E:\TT_exported\train1\hr\000009418.png,train1
9419,Check,E:\TT_exported\train1\lr\000009419.png,E:\TT_exported\train1\hr\000009419.png,train1
9420,Looki,E:\TT_exported\train1\lr\000009420.png,E:\TT_exported\train1\hr\000009420.png,train1
9421,1-800-603-4015,E:\TT_exported\train1\lr\000009421.png,E:\TT_exported\train1\hr\000009421.png,train1
9422,1-800-603-4015,E:\TT_exported\train1\lr\000009422.png,E:\TT_exported\train1\hr\000009422.png,train1
9423,RETIREMENT,E:\TT_exported\train1\lr\000009423.png,E:\TT_exported\train1\hr\000009423.png,train1
9424,RETIREMENT,E:\TT_exported\train1\lr\000009424.png,E:\TT_exported\train1\hr\000009424.png,train1
9425,TO,E:\TT_exported\train1\lr\000009425.png,E:\TT_exported\train1\hr\000009425.png,train1
9426,TO,E:\TT_exported\train1\lr\000009426.png,E:\TT_exported\train1\hr\000009426.png,train1
9427,PATH,E:\TT_exported\train1\lr\000009427.png,E:\TT_exported\train1\hr\000009427.png,train1
9428,PATH,E:\TT_exported\train1\lr\000009428.png,E:\TT_exported\train1\hr\000009428.png,train1
9429,YOUR,E:\TT_exported\train1\lr\000009429.png,E:\TT_exported\train1\hr\000009429.png,train1
9430,YOUR,E:\TT_exported\train1\lr\000009430.png,E:\TT_exported\train1\hr\000009430.png,train1
9431,FIND,E:\TT_exported\train1\lr\000009431.png,E:\TT_exported\train1\hr\000009431.png,train1
9432,FIND,E:\TT_exported\train1\lr\000009432.png,E:\TT_exported\train1\hr\000009432.png,train1
9433,intel,E:\TT_exported\train1\lr\000009433.png,E:\TT_exported\train1\hr\000009433.png,train1
9434,intel,E:\TT_exported\train1\lr\000009434.png,E:\TT_exported\train1\hr\000009434.png,train1
9435,Fidelity,E:\TT_exported\train1\lr\000009435.png,E:\TT_exported\train1\hr\000009435.png,train1
9436,Fidelity,E:\TT_exported\train1\lr\000009436.png,E:\TT_exported\train1\hr\000009436.png,train1
9437,here,E:\TT_exported\train1\lr\000009437.png,E:\TT_exported\train1\hr\000009437.png,train1
9438,Turn,E:\TT_exported\train1\lr\000009438.png,E:\TT_exported\train1\hr\000009438.png,train1
9439,1-800-603-4015,E:\TT_exported\train1\lr\000009439.png,E:\TT_exported\train1\hr\000009439.png,train1
9440,RETIREMENT,E:\TT_exported\train1\lr\000009440.png,E:\TT_exported\train1\hr\000009440.png,train1
9441,RETIREMENT,E:\TT_exported\train1\lr\000009441.png,E:\TT_exported\train1\hr\000009441.png,train1
9442,TO,E:\TT_exported\train1\lr\000009442.png,E:\TT_exported\train1\hr\000009442.png,train1
9443,TO,E:\TT_exported\train1\lr\000009443.png,E:\TT_exported\train1\hr\000009443.png,train1
9444,PATH,E:\TT_exported\train1\lr\000009444.png,E:\TT_exported\train1\hr\000009444.png,train1
9445,PATH,E:\TT_exported\train1\lr\000009445.png,E:\TT_exported\train1\hr\000009445.png,train1
9446,YOUR,E:\TT_exported\train1\lr\000009446.png,E:\TT_exported\train1\hr\000009446.png,train1
9447,YOUR,E:\TT_exported\train1\lr\000009447.png,E:\TT_exported\train1\hr\000009447.png,train1
9448,FIND,E:\TT_exported\train1\lr\000009448.png,E:\TT_exported\train1\hr\000009448.png,train1
9449,FIND,E:\TT_exported\train1\lr\000009449.png,E:\TT_exported\train1\hr\000009449.png,train1
9450,CROSSWALK,E:\TT_exported\train1\lr\000009450.png,E:\TT_exported\train1\hr\000009450.png,train1
9451,CROSSWALK,E:\TT_exported\train1\lr\000009451.png,E:\TT_exported\train1\hr\000009451.png,train1
9452,WITHIN,E:\TT_exported\train1\lr\000009452.png,E:\TT_exported\train1\hr\000009452.png,train1
9453,WITHIN,E:\TT_exported\train1\lr\000009453.png,E:\TT_exported\train1\hr\000009453.png,train1
9454,LAW,E:\TT_exported\train1\lr\000009454.png,E:\TT_exported\train1\hr\000009454.png,train1
9455,STATE,E:\TT_exported\train1\lr\000009455.png,E:\TT_exported\train1\hr\000009455.png,train1
9456,YI,E:\TT_exported\train1\lr\000009456.png,E:\TT_exported\train1\hr\000009456.png,train1
9457,D,E:\TT_exported\train1\lr\000009457.png,E:\TT_exported\train1\hr\000009457.png,train1
9458,1-888-429-8734,E:\TT_exported\train1\lr\000009458.png,E:\TT_exported\train1\hr\000009458.png,train1
9459,NOTICE:,E:\TT_exported\train1\lr\000009459.png,E:\TT_exported\train1\hr\000009459.png,train1
9460,NOTICE:,E:\TT_exported\train1\lr\000009460.png,E:\TT_exported\train1\hr\000009460.png,train1
9461,Your,E:\TT_exported\train1\lr\000009461.png,E:\TT_exported\train1\hr\000009461.png,train1
9462,Your,E:\TT_exported\train1\lr\000009462.png,E:\TT_exported\train1\hr\000009462.png,train1
9463,auto,E:\TT_exported\train1\lr\000009463.png,E:\TT_exported\train1\hr\000009463.png,train1
9464,auto,E:\TT_exported\train1\lr\000009464.png,E:\TT_exported\train1\hr\000009464.png,train1
9465,insurance,E:\TT_exported\train1\lr\000009465.png,E:\TT_exported\train1\hr\000009465.png,train1
9466,insurance,E:\TT_exported\train1\lr\000009466.png,E:\TT_exported\train1\hr\000009466.png,train1
9467,premium,E:\TT_exported\train1\lr\000009467.png,E:\TT_exported\train1\hr\000009467.png,train1
9468,premium,E:\TT_exported\train1\lr\000009468.png,E:\TT_exported\train1\hr\000009468.png,train1
9469,could,E:\TT_exported\train1\lr\000009469.png,E:\TT_exported\train1\hr\000009469.png,train1
9470,and,E:\TT_exported\train1\lr\000009470.png,E:\TT_exported\train1\hr\000009470.png,train1
9471,and,E:\TT_exported\train1\lr\000009471.png,E:\TT_exported\train1\hr\000009471.png,train1
9472,should,E:\TT_exported\train1\lr\000009472.png,E:\TT_exported\train1\hr\000009472.png,train1
9473,should,E:\TT_exported\train1\lr\000009473.png,E:\TT_exported\train1\hr\000009473.png,train1
9474,be,E:\TT_exported\train1\lr\000009474.png,E:\TT_exported\train1\hr\000009474.png,train1
9475,be,E:\TT_exported\train1\lr\000009475.png,E:\TT_exported\train1\hr\000009475.png,train1
9476,lower-customers,E:\TT_exported\train1\lr\000009476.png,E:\TT_exported\train1\hr\000009476.png,train1
9477,who,E:\TT_exported\train1\lr\000009477.png,E:\TT_exported\train1\hr\000009477.png,train1
9478,who,E:\TT_exported\train1\lr\000009478.png,E:\TT_exported\train1\hr\000009478.png,train1
9479,switched,E:\TT_exported\train1\lr\000009479.png,E:\TT_exported\train1\hr\000009479.png,train1
9480,switched,E:\TT_exported\train1\lr\000009480.png,E:\TT_exported\train1\hr\000009480.png,train1
9481,saved,E:\TT_exported\train1\lr\000009481.png,E:\TT_exported\train1\hr\000009481.png,train1
9482,saved,E:\TT_exported\train1\lr\000009482.png,E:\TT_exported\train1\hr\000009482.png,train1
9483,hundreds,E:\TT_exported\train1\lr\000009483.png,E:\TT_exported\train1\hr\000009483.png,train1
9484,hundreds,E:\TT_exported\train1\lr\000009484.png,E:\TT_exported\train1\hr\000009484.png,train1
9485,of,E:\TT_exported\train1\lr\000009485.png,E:\TT_exported\train1\hr\000009485.png,train1
9486,of,E:\TT_exported\train1\lr\000009486.png,E:\TT_exported\train1\hr\000009486.png,train1
9487,dollars*,E:\TT_exported\train1\lr\000009487.png,E:\TT_exported\train1\hr\000009487.png,train1
9488,dollars*,E:\TT_exported\train1\lr\000009488.png,E:\TT_exported\train1\hr\000009488.png,train1
9489,a,E:\TT_exported\train1\lr\000009489.png,E:\TT_exported\train1\hr\000009489.png,train1
9490,yesr.,E:\TT_exported\train1\lr\000009490.png,E:\TT_exported\train1\hr\000009490.png,train1
9491,yesr.,E:\TT_exported\train1\lr\000009491.png,E:\TT_exported\train1\hr\000009491.png,train1
9492,Who,E:\TT_exported\train1\lr\000009492.png,E:\TT_exported\train1\hr\000009492.png,train1
9493,Who,E:\TT_exported\train1\lr\000009493.png,E:\TT_exported\train1\hr\000009493.png,train1
9494,do,E:\TT_exported\train1\lr\000009494.png,E:\TT_exported\train1\hr\000009494.png,train1
9495,do,E:\TT_exported\train1\lr\000009495.png,E:\TT_exported\train1\hr\000009495.png,train1
9496,you,E:\TT_exported\train1\lr\000009496.png,E:\TT_exported\train1\hr\000009496.png,train1
9497,you,E:\TT_exported\train1\lr\000009497.png,E:\TT_exported\train1\hr\000009497.png,train1
9498,work,E:\TT_exported\train1\lr\000009498.png,E:\TT_exported\train1\hr\000009498.png,train1
9499,work,E:\TT_exported\train1\lr\000009499.png,E:\TT_exported\train1\hr\000009499.png,train1
9500,for?,E:\TT_exported\train1\lr\000009500.png,E:\TT_exported\train1\hr\000009500.png,train1
9501,for?,E:\TT_exported\train1\lr\000009501.png,E:\TT_exported\train1\hr\000009501.png,train1
9502,Call,E:\TT_exported\train1\lr\000009502.png,E:\TT_exported\train1\hr\000009502.png,train1
9503,Call,E:\TT_exported\train1\lr\000009503.png,E:\TT_exported\train1\hr\000009503.png,train1
9504,today,E:\TT_exported\train1\lr\000009504.png,E:\TT_exported\train1\hr\000009504.png,train1
9505,today,E:\TT_exported\train1\lr\000009505.png,E:\TT_exported\train1\hr\000009505.png,train1
9506,to,E:\TT_exported\train1\lr\000009506.png,E:\TT_exported\train1\hr\000009506.png,train1
9507,see,E:\TT_exported\train1\lr\000009507.png,E:\TT_exported\train1\hr\000009507.png,train1
9508,if,E:\TT_exported\train1\lr\000009508.png,E:\TT_exported\train1\hr\000009508.png,train1
9509,you,E:\TT_exported\train1\lr\000009509.png,E:\TT_exported\train1\hr\000009509.png,train1
9510,you,E:\TT_exported\train1\lr\000009510.png,E:\TT_exported\train1\hr\000009510.png,train1
9511,qualify,E:\TT_exported\train1\lr\000009511.png,E:\TT_exported\train1\hr\000009511.png,train1
9512,qualify,E:\TT_exported\train1\lr\000009512.png,E:\TT_exported\train1\hr\000009512.png,train1
9513,for,E:\TT_exported\train1\lr\000009513.png,E:\TT_exported\train1\hr\000009513.png,train1
9514,for,E:\TT_exported\train1\lr\000009514.png,E:\TT_exported\train1\hr\000009514.png,train1
9515,special,E:\TT_exported\train1\lr\000009515.png,E:\TT_exported\train1\hr\000009515.png,train1
9516,special,E:\TT_exported\train1\lr\000009516.png,E:\TT_exported\train1\hr\000009516.png,train1
9517,group,E:\TT_exported\train1\lr\000009517.png,E:\TT_exported\train1\hr\000009517.png,train1
9518,group,E:\TT_exported\train1\lr\000009518.png,E:\TT_exported\train1\hr\000009518.png,train1
9519,savings.,E:\TT_exported\train1\lr\000009519.png,E:\TT_exported\train1\hr\000009519.png,train1
9520,savings.,E:\TT_exported\train1\lr\000009520.png,E:\TT_exported\train1\hr\000009520.png,train1
9521,Anita,E:\TT_exported\train1\lr\000009521.png,E:\TT_exported\train1\hr\000009521.png,train1
9522,Anita,E:\TT_exported\train1\lr\000009522.png,E:\TT_exported\train1\hr\000009522.png,train1
9523,M.,E:\TT_exported\train1\lr\000009523.png,E:\TT_exported\train1\hr\000009523.png,train1
9524,Misra,E:\TT_exported\train1\lr\000009524.png,E:\TT_exported\train1\hr\000009524.png,train1
9525,Misra,E:\TT_exported\train1\lr\000009525.png,E:\TT_exported\train1\hr\000009525.png,train1
9526,992,E:\TT_exported\train1\lr\000009526.png,E:\TT_exported\train1\hr\000009526.png,train1
9527,Coeur,E:\TT_exported\train1\lr\000009527.png,E:\TT_exported\train1\hr\000009527.png,train1
9528,Coeur,E:\TT_exported\train1\lr\000009528.png,E:\TT_exported\train1\hr\000009528.png,train1
9529,D,E:\TT_exported\train1\lr\000009529.png,E:\TT_exported\train1\hr\000009529.png,train1
9530,Alene,E:\TT_exported\train1\lr\000009530.png,E:\TT_exported\train1\hr\000009530.png,train1
9531,Alene,E:\TT_exported\train1\lr\000009531.png,E:\TT_exported\train1\hr\000009531.png,train1
9532,Way,E:\TT_exported\train1\lr\000009532.png,E:\TT_exported\train1\hr\000009532.png,train1
9533,Way,E:\TT_exported\train1\lr\000009533.png,E:\TT_exported\train1\hr\000009533.png,train1
9534,Sunnyvale,E:\TT_exported\train1\lr\000009534.png,E:\TT_exported\train1\hr\000009534.png,train1
9535,Sunnyvale,E:\TT_exported\train1\lr\000009535.png,E:\TT_exported\train1\hr\000009535.png,train1
9536,CA,E:\TT_exported\train1\lr\000009536.png,E:\TT_exported\train1\hr\000009536.png,train1
9537,94087-4046,E:\TT_exported\train1\lr\000009537.png,E:\TT_exported\train1\hr\000009537.png,train1
9538,000012,E:\TT_exported\train1\lr\000009538.png,E:\TT_exported\train1\hr\000009538.png,train1
9539,FROM,E:\TT_exported\train1\lr\000009539.png,E:\TT_exported\train1\hr\000009539.png,train1
9540,FROM,E:\TT_exported\train1\lr\000009540.png,E:\TT_exported\train1\hr\000009540.png,train1
9541,ZIP,E:\TT_exported\train1\lr\000009541.png,E:\TT_exported\train1\hr\000009541.png,train1
9542,ZIP,E:\TT_exported\train1\lr\000009542.png,E:\TT_exported\train1\hr\000009542.png,train1
9543,CODE,E:\TT_exported\train1\lr\000009543.png,E:\TT_exported\train1\hr\000009543.png,train1
9544,19612,E:\TT_exported\train1\lr\000009544.png,E:\TT_exported\train1\hr\000009544.png,train1
9545,19612,E:\TT_exported\train1\lr\000009545.png,E:\TT_exported\train1\hr\000009545.png,train1
9546,MAILED,E:\TT_exported\train1\lr\000009546.png,E:\TT_exported\train1\hr\000009546.png,train1
9547,MAILED,E:\TT_exported\train1\lr\000009547.png,E:\TT_exported\train1\hr\000009547.png,train1
9548,PRSRT,E:\TT_exported\train1\lr\000009548.png,E:\TT_exported\train1\hr\000009548.png,train1
9549,PRSRT,E:\TT_exported\train1\lr\000009549.png,E:\TT_exported\train1\hr\000009549.png,train1
9550,ST,E:\TT_exported\train1\lr\000009550.png,E:\TT_exported\train1\hr\000009550.png,train1
9551,U.S.POSTA,E:\TT_exported\train1\lr\000009551.png,E:\TT_exported\train1\hr\000009551.png,train1
9552,U.S.POSTA,E:\TT_exported\train1\lr\000009552.png,E:\TT_exported\train1\hr\000009552.png,train1
9553,PAID,E:\TT_exported\train1\lr\000009553.png,E:\TT_exported\train1\hr\000009553.png,train1
9554,PAID,E:\TT_exported\train1\lr\000009554.png,E:\TT_exported\train1\hr\000009554.png,train1
9555,PermitNo.29,E:\TT_exported\train1\lr\000009555.png,E:\TT_exported\train1\hr\000009555.png,train1
9556,PermitNo.29,E:\TT_exported\train1\lr\000009556.png,E:\TT_exported\train1\hr\000009556.png,train1
9557,www.TABASCO.com,E:\TT_exported\train1\lr\000009557.png,E:\TT_exported\train1\hr\000009557.png,train1
9558,www.TABASCO.com,E:\TT_exported\train1\lr\000009558.png,E:\TT_exported\train1\hr\000009558.png,train1
9559,1-800-634-9599,E:\TT_exported\train1\lr\000009559.png,E:\TT_exported\train1\hr\000009559.png,train1
9560,1-800-634-9599,E:\TT_exported\train1\lr\000009560.png,E:\TT_exported\train1\hr\000009560.png,train1
9561,Store,E:\TT_exported\train1\lr\000009561.png,E:\TT_exported\train1\hr\000009561.png,train1
9562,Country,E:\TT_exported\train1\lr\000009562.png,E:\TT_exported\train1\hr\000009562.png,train1
